"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","Jul 4  Couple of thunderstorms  87°Lo 79°  Tue  Jul 5  A thunderstorm in spots  89°Lo 79°  more","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-04 07:10:11.547"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","Jul 4  Thunderstorms  84°Lo 78°  Tue  Jul 5  Variable clouds, a t-storm  86°Lo 79°  more","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-04 08:13:09.140"
"KHARIF","AGRICULTURE","Others","Others","Government Schemes","about kisan suvidha app","download kisan suvidha app from goggle play store","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-04 08:20:13.820"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information","cloudy weather","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-04 10:44:25.247"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","Today and tomorrow little chance of rain","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-04 13:15:13.593"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","cloudy weather,chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-05 09:03:23.090"
"KHARIF","AGRICULTURE","Others","Others","Sowing Time and Weather","WEATHER INFORMATION","Today and Tomorrow Cloudy weather and little chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-05 09:26:32.103"
"KHARIF","AGRICULTURE","Others","Others","Government Schemes","ussd","DUE TO TECHNICAL PROBLEM USSD SERVICE CANNOT BE PROVIDED","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-05 09:28:00.477"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","cloudy weather,chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-05 09:34:26.450"
"KHARIF","AGRICULTURE","Pulses","Black Gram (urd bean)","Cultural Practices	","about the varities","T-9,pant u-19,pant u-31,uttra","BIHAR","SHEOHAR","SHEOHAR                                           ","2016-07-05 13:18:50.547"
"JAYAD","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","There is chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-05 14:08:12.787"
"JAYAD","HORTICULTURE","Vegetables","Chillies","	Plant Protection	","VIRAL DISEASE","SPRAY CHLORPYRIPHOS @ 2 ML/LT OF WATER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-05 14:14:07.880"
"JAYAD","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","There is chance of rain in your area","BIHAR","SHEOHAR","SHEOHAR                                           ","2016-07-05 21:02:36.010"
"JAYAD","HORTICULTURE","Vegetables","Bhindi(Okra/Ladysfinger)","	Plant Protection	","Insect infestation","Spray malathion @ 2 gram in 1 litre of water","BIHAR","SHEOHAR","SHEOHAR                                           ","2016-07-05 21:03:54.997"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Cultural Practices	","about vermicompost dose","vermicompost dose : 15-20 tonne/hectare","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-06 07:32:00.053"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","Jul 6  A thunderstorm in the area  90°Lo 80°  Thu  Jul 7  A thunderstorm in the area  94°Lo 81°  more","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-06 07:33:46.050"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weed Management","WEED MANAGMENT IN PADDY","APPLY BUTACHLOR 3LITRE/HECTRE AREA","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-06 10:47:56.553"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information","chances of rain.","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-06 10:52:00.263"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information","CLOUDY WEATHER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-07 12:22:45.483"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information","?? ??? ?? ????? ???? ?? ??????? ???","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-08 13:42:39.067"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","chance of rain toady","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-08 20:28:57.800"
"KHARIF","AGRICULTURE","Others","Others","Soil Testing	","soil testing","contact kvk and block","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-08 20:31:15.950"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-08 21:20:52.230"
"JAYAD","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","Sunny weather but little chance of rain in your area, wind speed.","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-09 12:41:15.680"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather","cloudy weather","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-09 13:39:16.700"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","cloudy weather,chance of rain in your area","BIHAR","SHEOHAR","SHEOHAR                                           ","2016-07-09 19:15:49.963"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","Jul 10  A shower or t-storm in spots  35°Lo 27°  Mon  Jul 11  A thunderstorm in the area  34°Lo 28°  more","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-10 13:15:12.203"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","cloudy weather,chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-10 17:18:26.920"
"JAYAD","AGRICULTURE","Others","Others","Weather","Weather information","Today and tomorrow little chance of rain","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-12 06:21:43.960"
"KHARIF","AGRICULTURE","Others","Others","	Field Preparation	","WEATHER INFORMATION","Cloudy weather Tomorrow and chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-12 07:42:04.720"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","CLOUDY WEATHER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-12 09:21:13.297"
"KHARIF","HORTICULTURE","Flowers","Rose","Floriculture","SEED KHA MILEGA ROSE KA","AAP APNE K.V.K SE CONTACT KRAI","BIHAR","SHEOHAR","SHEOHAR                                           ","2016-07-12 11:55:02.563"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Field Preparation	","PADDY LEAVS YELLOWING","SPRAY PROPHENOPHOS 2 GRAM/LITRE OF WATER","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-12 12:47:11.147"
"KHARIF","HORTICULTURE","Vegetables","Sponge Gourd","	Plant Protection	","SPONGE GUORD FLOWERING","Spray boomflower @ 2 ml in 1 litre of water","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-12 12:49:40.790"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","chance of rain today","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-12 18:31:28.433"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","paddy dhan tungro diesese","Spray Two rounds of any one of the following insecticides  Thiamethoxam 25 WDG 100g/ha  Imidacloprid 17.8 SL 100ml/ha","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-13 06:12:48.193"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","Insect infestation","Phosalone 35 EC 1500 ml/ha  Chlorpyriphos 20 EC 1250 ml/ha  Carbaryl 50 WP 1.0 kg/ha  Acephate 75 % SP 666-1000 ml/ha  Azadirachtin 0.03% 1000 ml/ha","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-13 14:29:15.853"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather informaton","chance of rain today","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-13 16:24:04.167"
"KHARIF","AGRICULTURE","Others","Others","Soil Testing	","soil testing","contact kvk and block","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-13 16:28:28.890"
"KHARIF","AGRICULTURE","Others","Others","	Plant Protection	","pest attack on chilli","imidachloropid@1ml/3liter pani me milaaker upyog kare","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-13 16:31:08.367"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER","CLOUDY WEATHER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-14 10:12:56.483"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","CLOUDY WEATHER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-14 13:22:04.387"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","CLOUDY WEATHER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-14 13:23:30.707"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","chance of rain today","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-15 17:30:09.167"
"KHARIF","HORTICULTURE","Vegetables","Chillies","Water Management, Micro Irrigation","VARIETY OF chilli -","VARIETY OF chilli -Punjab lal, pant chilli-3, agni rekha, Krishna, arka lohit, pusa jwala, pusa sadabahar","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-15 17:31:55.313"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","chance of rain to0day","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-15 20:34:30.233"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information","Today & tomorrow  chance of rain.","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-16 14:19:24.850"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weed Management","Pre-emergence herbicides","Use Butachlor 1.25kg/ha or Anilophos 0.4kg/ha as pre-emergence application","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-16 14:24:13.247"
"KHARIF","AGRICULTURE","Others","Others","Weather","Post - emergence herbicides","Early post emergence application of Bispyripac sodium 50 g a.i. ha-1 (2-3 leaf stage of weeds)","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-16 14:26:15.433"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information","Today & tomorrow  chance of rain.","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-16 15:12:54.970"
"KHARIF","AGRICULTURE","Others","Others","Government Schemes","Client ID","Client ID : BI16202541","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-16 15:16:11.727"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weed Management","WEED MANAGEMENT IN PADDY CROP","APPLICATION OF BISPYRIBAC SODIUM @ 80 GM / ACRE","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-16 15:53:03.283"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","CLOUDY WEATHER","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-16 15:54:38.587"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weed Management","WEED MANAGEMENT IN PADDY CROP","APPLICATION OF BUTACHOLOR @ 3 LIT  / 100 KG OF SAND / HACTER","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-16 15:56:45.873"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","Cloudy weather Tomorrow and chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-16 19:59:49.440"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","CLOUDY WEATHER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-17 15:04:23.737"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","CLOUDY WEATHER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-17 15:05:34.377"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","Jul 19  Showers and a heavier t-storm  92°Lo 78°  Wed  Jul 20  Cloudy with a thunderstorm  86°Lo 79°  more  Thu  Jul 21  Some rain and a thunderstorm  88°Lo 76°  more","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-19 14:38:23.687"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Fertilizer Use and Availability","about urea application","urea 20 kg/acre","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-20 10:25:15.543"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","cloudy weather, chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-20 21:25:55.570"
"KHARIF","AGRICULTURE","Others","Others","Sowing Time and Weather","SOWING TIME","JULY","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-21 08:39:03.197"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER  INFORMATION","?? ??? ?? ????? ???? ?? ??????? ???","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-21 08:40:22.283"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","cloudy weather","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-21 13:48:48.463"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weed Management","WEED MANAGMENT IN PADDY","BIS PYRIBACK SODIUM@1ML/3LITER PANI ME MILAAKER UPYOG KARE","BIHAR","SHEOHAR","SHEOHAR                                           ","2016-07-21 18:44:58.680"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","cloudy weather, chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-21 21:01:18.527"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER","CLOUDY WEATHER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-22 07:01:43.760"
"KHARIF","HORTICULTURE","Fruits","Mango","Fertilizer Use and Availability","FERTILIZER DOZE IN MANGO PLANT","APPLY UREA-200GM,DAP-100GM,Potash-200gm per plant","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-22 07:09:11.630"
"KHARIF","HORTICULTURE","Vegetables","Bhindi(Okra/Ladysfinger)","	Plant Protection	","BHINDI DIESES","Spray any of the following insecticide  Phosalone 35 EC @ 2.5 l/ha  Quinalphos 25 EC @ 2.0 l/ha  Triazophos 40 EC @ 2.0 l/ha","BIHAR","SHEOHAR","PURNAHIYA                                         ","2016-07-23 20:19:22.927"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information","Cloudy weather in your area, but no chance of rain in your area","BIHAR","SHEOHAR","PURNAHIYA                                         ","2016-07-23 20:25:48.580"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","Cloudy weather Tomorrow and chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-24 21:15:36.790"
"JAYAD","AGRICULTURE","Others","Others","Weather","Weather information","Cloudy weather in your area & little chance of rain","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-25 07:27:20.237"
"JAYAD","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","fruit borer","Spray quinqalphos @ 2ml/lit of water","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-25 07:28:28.753"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Cultural Practices	","weed control in paddy","spray nominee gold @ 250 ml./hect .","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-25 18:12:18.817"
"KHARIF","AGRICULTURE","Others","Others","Weed Management","weed management","contact-expert","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-26 07:02:13.737"
"KHARIF","AGRICULTURE","Others","Others","Sowing Time and Weather","Weather information","Today & tomorrow little chance of rain.","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-26 10:39:16.053"
"KHARIF","HORTICULTURE","Vegetables","Radish","Nursery Management","VARITY OF RADIS","RADIS-PUSA CHEKTI","BIHAR","SHEOHAR","SHEOHAR                                           ","2016-07-26 10:44:00.587"
"KHARIF","AGRICULTURE","Millets","Maize (Makka)","	Field Preparation	","variety of maize","Good variety of maize- saktiman 1-4, ganga-11, suan, devki","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-26 13:09:32.930"
"KHARIF","AGRICULTURE","Others","Others","Government Schemes","USSD SERVICE","DUE TO TECHNICAL PROBLEM USSD SERVICE CANNOT BE PROVIDED","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-26 13:10:26.733"
"KHARIF","AGRICULTURE","Others","Others","	Field Preparation	","CROP PRODUCTION","FOR BETTER PRODUCTION OF CROP SOIL TESTING SHOULD BE DONE","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-26 13:11:27.957"
"KHARIF","AGRICULTURE","Others","Others","Crop Insurance","CROP LOAN","FOR CROP LOAN CONTACT TO BLOCK AGRICULTURAL OFFICER","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-26 13:12:44.427"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","cloudy weather, chance of rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-26 13:49:31.783"
"KHARIF","HORTICULTURE","Fruits","Banana","	Plant Protection	","plant protection","copper oxychlorid-2 ml/lit water spray","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-26 13:57:23.113"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","???? ??? ??????  ????? ???? ?? ???????  ??? |","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-26 16:00:24.643"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","Jul 28  Cloudy, a t-storm in spots  89°Lo 77°  Fri  Jul 29  Cloudy, a t-storm in spots  90°Lo 78°  more","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-28 07:46:27.077"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","CLOUDY WEATHER","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-28 17:30:49.900"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","CLOUDY WEATHER","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-28 17:32:50.537"
"JAYAD","HORTICULTURE","Vegetables","Bhindi(Okra/Ladysfinger)","	Plant Protection	","Fungal problem","Spray mencozeb @ 2g/lit of water","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-29 17:38:46.107"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER","Cloudy weather","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-30 11:12:31.100"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","Today  Jul 30  Cloudy with a thunderstorm  88°Lo 78°  more  Sun  Jul 31  Cloudy with a thunderstorm  94°Lo 78°","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-30 13:45:52.043"
"JAYAD","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","Hazy weather but  rain in your area","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-30 19:30:27.570"
"KHARIF","AGRICULTURE","Others","Others","	Field Preparation	","WEED MANAGEMENT IN PADDY","SPRAY BISPYRIBAC SODIUM 2 GRAM/LITRE OF WATER","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-31 08:29:36.723"
"KHARIF","AGRICULTURE","Others","Others","Weather","WEATHER  INFORMATION","Cloudy weather","BIHAR","SHEOHAR","DUMARI KATSARI                                    ","2016-07-31 11:57:10.937"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information","today chance of rain","BIHAR","SHEOHAR","TARIYANI                                          ","2016-07-31 12:37:41.987"
"KHARIF","AGRICULTURE","Others","Others","	Field Preparation	","CROP PRODUCTION","FOR BETTER PRODUCTION OF CROP SOIL TESTING SHOULD BE DONE","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-31 13:21:48.757"
"KHARIF","HORTICULTURE","Vegetables","Brinjal","Field Preparation","VARIETY OF BRINJAL","VARIETY OF BRINJAL – RAJENDRA BAIGAN-2,RAJENDRA ANNAPURNA,PANT BAIGAN,PANT SAMRAT,PANT RITURAJ,ARKA NIDHI,KASHI SANDESH,PUSA ANMOL,ARKA NAVNEET,PUSA HYBRID-5,6,SONALI,PUSA PURPLE LONG","BIHAR","SHEOHAR","PIPRAHI                                           ","2016-07-31 13:22:47.953"
