Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is cloudy and Possibility of Rainfall.,MAHARASHTRA,WASHIM,WASHIM                                            ,01:05.4
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is cloudy and Possibility of Rainfall.,MAHARASHTRA,WASHIM,WASHIM                                            ,01:05.4
KHARIF,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Varieties,Asked about varieties of pigeaon pea ?,"varieties of pigeaon pea = b.s.m.r 736 ,b.d.n 708 ,a.k.t. 8811.....",MAHARASHTRA,WASHIM,MANORA                                            ,13:15.2
KHARIF,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Varieties,Asked about varieties of pigeaon pea ?,"varieties of pigeaon pea = b.s.m.r 736 ,b.d.n 708 ,a.k.t. 8811.....",MAHARASHTRA,WASHIM,MANORA                                            ,13:15.2
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and Possibility  MEDIUM to HIGH Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,48:38.2
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and Possibility  MEDIUM to HIGH Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,48:38.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is cloudy and Possibility of Rainfall.,MAHARASHTRA,WASHIM,MANORA                                            ,28:06.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is cloudy and Possibility of Rainfall.,MAHARASHTRA,WASHIM,MANORA                                            ,28:06.4
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is Partly cloudy and Possibility of light and medium  Rainfall.,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,44:15.2
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is Partly cloudy and Possibility of light and medium  Rainfall.,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,44:15.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,09:39.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,09:39.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  of  Possibility LIGHT To MEDIUM Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,53:13.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  of  Possibility LIGHT To MEDIUM Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,53:13.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,10:15.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,10:15.9
KHARIF,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,FARMER ASKED ABOUT MARKET RATE OF SOYBEAN ?,"MARKET RATE OF SOYBEAN3350	3635	3400- RS /QTL",MAHARASHTRA,WASHIM,MALEGAON                                          ,56:39.0
KHARIF,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,FARMER ASKED ABOUT MARKET RATE OF SOYBEAN ?,"MARKET RATE OF SOYBEAN3350	3635	3400- RS /QTL",MAHARASHTRA,WASHIM,MALEGAON                                          ,56:39.0
KHARIF,AGRICULTURE,Oilseeds,Soybean (bhat),Varieties,ASKED ABOUT VARIETIES OF SOYBEAN  ?,"VARIETIES OF SOYBEAN = J.S.-335 ,J.S.-9305, PHULE KALYANI ....",MAHARASHTRA,WASHIM,WASHIM                                            ,20:19.7
KHARIF,AGRICULTURE,Oilseeds,Soybean (bhat),Varieties,ASKED ABOUT VARIETIES OF SOYBEAN  ?,"VARIETIES OF SOYBEAN = J.S.-335 ,J.S.-9305, PHULE KALYANI ....",MAHARASHTRA,WASHIM,WASHIM                                            ,20:19.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,36:35.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,36:35.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,KARANJA                                           ,04:36.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,KARANJA                                           ,04:36.3
JAYAD,HORTICULTURE,Vegetables,Bitter Gourd,Fertilizer Use and Availability,FERTILIZER SPRAY ON bitter gourd ?,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,MAHARASHTRA,WASHIM,WASHIM                                            ,50:33.1
JAYAD,HORTICULTURE,Vegetables,Bitter Gourd,Fertilizer Use and Availability,FERTILIZER SPRAY ON bitter gourd ?,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,MAHARASHTRA,WASHIM,WASHIM                                            ,50:33.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,MANORA                                            ,24:20.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,MANORA                                            ,24:20.0
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,03:02.7
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,03:02.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,03:22.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  Possibility of Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,03:22.6
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,39:56.9
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and  Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,39:56.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,WASHIM                                            ,22:19.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,WASHIM                                            ,22:19.5
KHARIF,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,Asking About Market Rate of soybean ?,Market Rate of soybean-3250-3700  rupees/qtl,MAHARASHTRA,WASHIM,RISOD                                             ,51:06.1
KHARIF,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,Asking About Market Rate of soybean ?,Market Rate of soybean-3250-3700  rupees/qtl,MAHARASHTRA,WASHIM,RISOD                                             ,51:06.1
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,13:45.2
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and LIGHT Possibility of Rainfall,MAHARASHTRA,WASHIM,WASHIM                                            ,13:45.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,MANORA                                            ,18:43.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,MANORA                                            ,18:43.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is Partly Cloudy and Possibility of light and medium Rainfall.,MAHARASHTRA,WASHIM,KARANJA                                           ,34:20.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is Partly Cloudy and Possibility of light and medium Rainfall.,MAHARASHTRA,WASHIM,KARANJA                                           ,34:20.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,WASHIM                                            ,10:17.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,WASHIM                                            ,10:17.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is cloudy and light to moderate possibility of rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,30:44.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,This week weather is cloudy and light to moderate possibility of rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,30:44.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is cloudy with the possibility of light rainfall.,MAHARASHTRA,WASHIM,WASHIM                                            ,31:38.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is cloudy with the possibility of light rainfall.,MAHARASHTRA,WASHIM,WASHIM                                            ,31:38.3
KHARIF,AGRICULTURE,Others,Others,"	Field Preparation	",Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,KARANJA                                           ,06:31.4
KHARIF,AGRICULTURE,Others,Others,"	Field Preparation	",Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,KARANJA                                           ,06:31.4
JAYAD,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER FORECAST ?,THIS WEEK Cloudy Weather  Rainfall Chances .,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,08:38.3
JAYAD,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER FORECAST ?,THIS WEEK Cloudy Weather  Rainfall Chances .,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,08:38.3
KHARIF,AGRICULTURE,Others,Others,Government Schemes,Asked About SMS Activation?,Your SMS Registration process successfully completed.,MAHARASHTRA,WASHIM,KARANJA                                           ,23:52.0
KHARIF,AGRICULTURE,Others,Others,Government Schemes,Asked About SMS Activation?,Your SMS Registration process successfully completed.,MAHARASHTRA,WASHIM,KARANJA                                           ,23:52.0
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,KARANJA                                           ,30:28.7
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND  RAINFALL CHANCES DURING THIS WEEK,MAHARASHTRA,WASHIM,KARANJA                                           ,30:28.7
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Seeds,FARMER ASKED ABOUT VARIETIES OF COTTON ?,VARIETIES OF COTTON = KAVERY SEED -MONEY MAKER/ SOLAR-76/ ALAPGIRI-TOTAL,MAHARASHTRA,WASHIM,KARANJA                                           ,57:28.5
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Seeds,FARMER ASKED ABOUT VARIETIES OF COTTON ?,VARIETIES OF COTTON = KAVERY SEED -MONEY MAKER/ SOLAR-76/ ALAPGIRI-TOTAL,MAHARASHTRA,WASHIM,KARANJA                                           ,57:28.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is Partly Cloudy and Possibility of light and medium Rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,40:44.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is Partly Cloudy and Possibility of light and medium Rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,40:44.5
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is cloudy and Possibility of Rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,28:23.2
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is cloudy and Possibility of Rainfall.,MAHARASHTRA,WASHIM,MALEGAON                                          ,28:23.2
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and Possibility  MEDIUM to HIGH Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,15:37.1
JAYAD,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is CLOUDY and Possibility  MEDIUM to HIGH Rainfall,MAHARASHTRA,WASHIM,MANGRULPIR                                        ,15:37.1
KHARIF,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about govt. Schemes,Visit to Tahsil Agriculture Officer to getting detail information about Govt. Schemes,MAHARASHTRA,WASHIM,MALEGAON                                          ,25:56.1
KHARIF,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about govt. Schemes,Visit to Tahsil Agriculture Officer to getting detail information about Govt. Schemes,MAHARASHTRA,WASHIM,MALEGAON                                          ,25:56.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"Cloudy  Weather, No Possibility of Rain.
 +29°
 3 m/s
Clear
Precip chance: 1%
Humidity: 48%",MAHARASHTRA,WASHIM,WASHIM                                            ,28:08.1
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,"Cloudy  Weather, No Possibility of Rain.
 +29°
 3 m/s
Clear
Precip chance: 1%
Humidity: 48%",MAHARASHTRA,WASHIM,WASHIM                                            ,28:08.1
KHARIF,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Varieties,VARIETIES OF SORGHUM ?,"VARIETIES OF SORGHUM - C.S.H- 5 , 9 ,13, 16, 17 PKV-801.",MAHARASHTRA,WASHIM,KARANJA                                           ,41:37.5
KHARIF,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Varieties,VARIETIES OF SORGHUM ?,"VARIETIES OF SORGHUM - C.S.H- 5 , 9 ,13, 16, 17 PKV-801.",MAHARASHTRA,WASHIM,KARANJA                                           ,41:37.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,WEEKLY WEATHER REPORT=THIS WEEK WEATHER IS CLOUDY POSSIBILITY OF  LIGHT AND MEDIUM RAINFALL .,MAHARASHTRA,WASHIM,WASHIM                                            ,57:53.4
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,WEEKLY WEATHER REPORT=THIS WEEK WEATHER IS CLOUDY POSSIBILITY OF  LIGHT AND MEDIUM RAINFALL .,MAHARASHTRA,WASHIM,WASHIM                                            ,57:53.4
KHARIF,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER FORECAST ?,"THIS WEEK WEATHER IS CLOUDY LIGHT RAINFALL  CHANCES,",MAHARASHTRA,WASHIM,MALEGAON                                          ,53:41.0
KHARIF,AGRICULTURE,Others,Others,Weather,ASKING ABOUT WEATHER FORECAST ?,"THIS WEEK WEATHER IS CLOUDY LIGHT RAINFALL  CHANCES,",MAHARASHTRA,WASHIM,MALEGAON                                          ,53:41.0
KHARIF,HORTICULTURE,Vegetables,Onion,Market Information,FARMER ASKED ABOUT MARKET RATE of onion?,MARKET RATE of onion-400-1000 RS/QTL,MAHARASHTRA,WASHIM,WASHIM                                            ,50:25.3
KHARIF,HORTICULTURE,Vegetables,Onion,Market Information,FARMER ASKED ABOUT MARKET RATE of onion?,MARKET RATE of onion-400-1000 RS/QTL,MAHARASHTRA,WASHIM,WASHIM                                            ,50:25.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,Weather forecast - The weather will remain cloudy from today in the coming weeks. Meteorological Department has warned with thundershowers.,MAHARASHTRA,WASHIM,MANORA                                            ,08:27.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,Weather forecast - The weather will remain cloudy from today in the coming weeks. Meteorological Department has warned with thundershowers.,MAHARASHTRA,WASHIM,MANORA                                            ,08:27.8
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is partly cloudy and  Possibility of Rainfall.,MAHARASHTRA,WASHIM,WASHIM                                            ,01:06.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,This week weather is partly cloudy and  Possibility of Rainfall.,MAHARASHTRA,WASHIM,WASHIM                                            ,01:06.9
